schlcode,c_size,grade,classid,classize,avgmath,avgverb,pct_disadvantaged
61198,16,5,1,16,73.5,82.129997,0
61199,43,5,2,22,70.050003,67.650002,46
61199,43,5,1,21,52.529411,66.235291,46
61202,82,5,1,36,73.540001,78.029999,19
61202,82,5,2,32,74.5,79.410004,19
61203,31,5,1,19,41,64,52
61204,71,5,1,28,67,69.959999,17
61204,71,5,2,29,75.360001,77.139999,17
61205,55,5,2,27,43.880001,52.27,35
61205,55,5,1,28,46,61.392143,35
61209,30,5,1,30,62.919998,75.849998,3
61211,22,5,1,21,62.419998,69.629997,53
61213,48,5,1,23,66.610001,80.959999,0
61213,48,5,2,23,61.860001,81.099998,0
61218,30,5,1,29,51.860001,54.450001,43
61219,74,5,1,31,62.669998,75,5
61219,74,5,2,32,51.139999,70.25,5
61220,21,5,1,21,71.650002,65.150002,48
61221,102,5,2,29,57.459999,68.18,26
61221,102,5,3,28,57.330002,65.75,26
61221,102,5,1,31,59.040001,69.632004,26
61223,42,5,1,21,55.889999,68.790001,24
61223,42,5,2,22,59.209999,68,24
61224,56,5,1,29,64.610001,74.5,1
61224,56,5,2,27,59.959999,73.230003,1
61227,53,5,1,29,62.709999,58.220001,33
61227,53,5,2,28,54.844799,63.906364,33
61228,57,5,1,29,70.139999,66.459999,17
61228,57,5,2,29,67.360001,75.480003,17
61231,37,5,1,37,65.559998,78.690002,23
61232,48,5,1,23,70,78.57,12
61232,48,5,2,25,67.379997,77.629997,12
61233,109,5,1,36,64.57,72.589996,8
61233,109,5,3,36,63.389999,71.830002,8
61233,109,5,2,38,66.921318,77.407028,8
61235,25,5,1,21,53.130001,74.529999,19
61237,95,5,2,32,57,70.720001,8
61237,95,5,3,32,56.779999,73.470001,8
61237,95,5,1,32,54.220001,65.809998,8
61238,48,5,1,23,55.290001,68,26
61238,48,5,2,25,60.709999,70.040001,26
61239,71,5,1,34,56,61.5,26
61239,71,5,2,36,58.139999,69.309998,26
61240,54,5,2,20,55.580002,70.629997,44
61240,54,5,1,21,50.419998,61.369999,44
61243,23,5,1,22,56.43,61.48,66
61244,100,5,2,32,71.480003,77.029999,22
61244,100,5,3,8,60.099998,69.07,22
61244,100,5,1,30,69.186432,75.751427,22
61246,25,5,1,25,42.59,50.860001,59
61248,62,5,1,31,57.740002,65.07,19
61248,62,5,2,34,57.580002,57.259998,19
61251,59,5,1,30,57.77,69.699997,27
61251,59,5,2,29,59.93,66.459999,27
61252,96,5,2,26,70.239998,76.660004,42
61252,96,5,3,29,64.769997,67.769997,42
61252,96,5,1,29,68.731537,74.14769,42
61253,74,5,1,37,61.060001,68.410004,16
61253,74,5,2,37,70.669998,74.290001,16
61254,54,5,1,32,57.630001,73.779999,10
61254,54,5,2,32,60.240002,74.760002,10
61255,69,5,1,35,68.099998,73.730003,23
61255,69,5,2,35,65.96875,82.003128,23
61256,67,5,1,35,78.470001,76.940002,5
61256,67,5,2,32,73.470001,77.800003,5
61261,63,5,2,30,47.240002,61.330002,23
61261,63,5,1,33,54.407501,60.726898,23
61262,61,5,1,30,54.16,71.459999,13
61262,61,5,2,30,59.259998,70.040001,13
61265,43,5,2,22,71.470001,79.839996,36
61265,43,5,1,21,70.503891,74.00222,36
61269,89,5,1,28,67.68,71.080002,10
61269,89,5,2,30,60.830002,72.040001,10
61269,89,5,3,29,63.560001,74.410004,10
61270,9,5,1,9,70.5,82.629997,0
61271,21,5,1,15,57.93,66.209999,34
61274,45,5,1,27,59.91,69.519997,16
61277,62,5,1,32,54.900002,68.309998,24
61277,62,5,2,32,55.720001,61.220001,24
61278,77,5,1,31,66.610001,75.68,15
61278,77,5,2,33,67.341248,74.32,15
61284,68,5,1,35,69.5,71.900002,25
61284,68,5,2,34,75.029999,74.919998,25
61290,48,5,2,25,60.139999,67.139999,29
61290,48,5,1,23,52.040001,64.909569,29
61291,194,5,1,40,58.049999,66.550003,8
61291,194,5,2,40,60.540001,75.830002,8
61291,194,5,3,39,64.860001,78.029999,8
61291,194,5,5,39,61.860001,78.410004,8
61291,194,5,4,37,64.688377,71.047943,8
61292,43,5,1,22,48.200001,61.700001,49
61292,43,5,2,21,63.830002,72.389999,49
61293,71,5,1,31,62.169998,74.209999,7
61293,71,5,2,35,57.450001,76.550003,7
61294,47,5,1,23,64.830002,78,36
61294,47,5,2,24,59.959999,81.5,36
61297,78,5,1,34,65.970001,67.379997,23
61297,78,5,2,34,58.970001,70.199997,23
61298,73,5,1,31,77.099998,74.830002,7
61298,73,5,2,28,68.60714,66.896431,7
61299,28,5,1,20,37.75,56.75,19
61300,65,5,1,33,53.959999,64.120003,12
61300,65,5,2,30,46.040001,56.209999,12
61305,30,5,1,29,58.040001,61.279999,44
61308,42,5,1,28,58.389999,70.610001,40
61311,68,5,1,33,57.549999,64.230003,25
61311,68,5,2,35,68.279686,63.77,25
61312,34,5,1,34,52.119999,58.84,41
61314,22,5,1,22,63.220001,73.779999,36
61316,72,5,1,35,73.900002,77.190002,9
61316,72,5,2,28,81.370003,83.260002,9
61317,52,5,2,28,75.779999,79.93,5
61317,52,5,1,26,61.677601,71.7556,5
61318,28,5,1,28,64,66.879997,54
61320,79,5,1,39,62.470001,74.839996,11
61320,79,5,2,40,71.652435,75.164322,11
61321,64,5,1,34,44.169998,55.970001,35
61321,64,5,2,31,44.709999,62.150002,35
61325,49,5,2,24,71.040001,74.220001,17
61325,49,5,1,25,74.878334,71.830833,17
61326,46,5,1,23,72.349998,79.769997,18
61326,46,5,2,23,71.699997,79.239998,18
61327,71,5,1,36,68.599998,80.769997,5
61327,71,5,2,35,72.529999,79.68,5
61329,100,5,1,34,74.470001,69.379997,16
61329,100,5,3,33,71.580002,70.760002,16
61329,100,5,2,33,66.844849,76.19355,16
61331,53,5,1,27,67.129997,75.580002,8
61331,53,5,2,28,67.709999,74.379997,8
61332,35,5,1,35,45,65,7
61334,15,5,1,15,69.5,84.599998,3
61335,54,5,1,26,63.700001,72.699997,30
61335,54,5,2,28,53.810001,65.779999,30
61338,61,5,1,31,52.099998,60.939999,12
61338,61,5,2,30,55.900002,71.730003,12
61339,60,5,1,24,59.43,72,36
61339,60,5,2,27,54.448502,69.949997,36
61340,142,5,1,32,61.889999,74.480003,15
61340,142,5,2,34,67.739998,76,15
61340,142,5,3,35,68.169998,81.220001,15
61340,142,5,4,30,67.769997,75.769997,15
61341,76,5,1,39,70.760002,74.260002,2
61341,76,5,2,39,72.970001,80.540001,2
61343,32,5,1,32,69.059998,75.629997,21
61344,27,5,1,27,93.269997,85.769997,4
61345,14,5,1,14,64.599998,78.199997,16
61346,76,5,1,39,69.18,79.610001,5
61346,76,5,2,38,79.82,80.029999,5
61347,17,5,1,16,49,63,65
61348,31,5,1,31,88.720001,90.139999,3
61349,34,5,1,34,66.150002,71.82,34
61350,28,5,1,28,71,79,20
61351,19,5,1,19,68.470001,81.290001,26
61363,27,5,1,27,70.269997,79.360001,22
61364,70,5,1,38,70.099998,77.360001,0
61364,70,5,2,32,69.529999,81.529999,0
61365,20,5,1,20,50.369999,61.580002,60
